Info,OwnAct,datafile,ID,Game
0,Y,1,101,1
0,Y,1,102,1
0,Y,1,103,1
0,Y,1,104,1
0,Y,1,105,1
0,Y,1,106,1
0,Y,1,107,1
0,X,1,108,1
0,Y,1,109,1
0,Y,1,110,1
0,Y,1,111,1
0,X,1,112,1
0,X,1,113,1
0,Y,1,114,1
0,X,1,101,2
0,Y,1,102,2
0,Y,1,103,2
0,Y,1,104,2
0,Y,1,105,2
0,Y,1,106,2
0,Y,1,107,2
0,X,1,108,2
0,X,1,109,2
0,Y,1,110,2
0,Y,1,111,2
0,Y,1,112,2
0,X,1,113,2
0,Y,1,114,2
0,X,1,101,3
0,Y,1,102,3
0,Y,1,103,3
0,Y,1,104,3
0,Y,1,105,3
0,Y,1,106,3
0,Y,1,107,3
0,Y,1,108,3
0,Y,1,109,3
0,Y,1,110,3
0,X,1,111,3
0,Y,1,112,3
0,Y,1,113,3
0,Y,1,114,3
0,X,1,101,4
0,Y,1,102,4
0,Y,1,103,4
0,Y,1,104,4
0,Y,1,105,4
0,Y,1,106,4
0,Y,1,107,4
0,Y,1,108,4
0,Y,1,109,4
0,Y,1,110,4
0,X,1,111,4
0,Y,1,112,4
0,Y,1,113,4
0,Y,1,114,4
0,Y,1,101,5
0,Y,1,102,5
0,Y,1,103,5
0,Y,1,104,5
0,Y,1,105,5
0,Y,1,106,5
0,Y,1,107,5
0,Y,1,108,5
0,Y,1,109,5
0,Y,1,110,5
0,Y,1,111,5
0,Y,1,112,5
0,Y,1,113,5
0,Y,1,114,5
0,X,1,101,6
0,Y,1,102,6
0,Y,1,103,6
0,Y,1,104,6
0,Y,1,105,6
0,Y,1,106,6
0,Y,1,107,6
0,Y,1,108,6
0,Y,1,109,6
0,Y,1,110,6
0,Y,1,111,6
0,Y,1,112,6
0,Y,1,113,6
0,X,1,114,6
0,Y,1,101,7
0,Y,1,102,7
0,Y,1,103,7
0,Y,1,104,7
0,Y,1,105,7
0,Y,1,106,7
0,Y,1,107,7
0,Y,1,108,7
0,Y,1,109,7
0,Y,1,110,7
0,Y,1,111,7
0,Y,1,112,7
0,Y,1,113,7
0,Y,1,114,7
0,X,1,101,8
0,Y,1,102,8
0,Y,1,103,8
0,Y,1,104,8
0,Y,1,105,8
0,Y,1,106,8
0,Y,1,107,8
0,Y,1,108,8
0,Y,1,109,8
0,Y,1,110,8
0,Y,1,111,8
0,Y,1,112,8
0,Y,1,113,8
0,Y,1,114,8
0,X,1,101,9
0,Y,1,102,9
0,Y,1,103,9
0,Y,1,104,9
0,Y,1,105,9
0,Y,1,106,9
0,Y,1,107,9
0,Y,1,108,9
0,Y,1,109,9
0,Y,1,110,9
0,Y,1,111,9
0,Y,1,112,9
0,Y,1,113,9
0,Y,1,114,9
0,X,1,101,10
0,Y,1,102,10
0,Y,1,103,10
0,Y,1,104,10
0,Y,1,105,10
0,Y,1,106,10
0,Y,1,107,10
0,Y,1,108,10
0,Y,1,109,10
0,Y,1,110,10
0,Y,1,111,10
0,Y,1,112,10
0,Y,1,113,10
0,Y,1,114,10
0,X,2,201,1
0,Y,2,202,1
0,X,2,203,1
0,Y,2,204,1
0,X,2,205,1
0,Y,2,206,1
0,X,2,207,1
0,X,2,208,1
0,X,2,209,1
0,Y,2,210,1
0,Y,2,211,1
0,Y,2,212,1
0,Y,2,213,1
0,Y,2,214,1
0,X,2,201,2
0,Y,2,202,2
0,X,2,203,2
0,Y,2,204,2
0,Y,2,205,2
0,Y,2,206,2
0,X,2,207,2
0,X,2,208,2
0,Y,2,209,2
0,Y,2,210,2
0,Y,2,211,2
0,Y,2,212,2
0,Y,2,213,2
0,Y,2,214,2
0,X,2,201,3
0,Y,2,202,3
0,Y,2,203,3
0,Y,2,204,3
0,Y,2,205,3
0,Y,2,206,3
0,Y,2,207,3
0,Y,2,208,3
0,Y,2,209,3
0,Y,2,210,3
0,Y,2,211,3
0,Y,2,212,3
0,Y,2,213,3
0,Y,2,214,3
0,Y,2,201,4
0,Y,2,202,4
0,Y,2,203,4
0,Y,2,204,4
0,X,2,205,4
0,Y,2,206,4
0,Y,2,207,4
0,Y,2,208,4
0,Y,2,209,4
0,Y,2,210,4
0,Y,2,211,4
0,Y,2,212,4
0,Y,2,213,4
0,Y,2,214,4
0,Y,2,201,5
0,Y,2,202,5
0,Y,2,203,5
0,Y,2,204,5
0,Y,2,205,5
0,Y,2,206,5
0,X,2,207,5
0,X,2,208,5
0,Y,2,209,5
0,Y,2,210,5
0,Y,2,211,5
0,Y,2,212,5
0,Y,2,213,5
0,Y,2,214,5
0,X,2,201,6
0,Y,2,202,6
0,Y,2,203,6
0,Y,2,204,6
0,Y,2,205,6
0,Y,2,206,6
0,Y,2,207,6
0,Y,2,208,6
0,Y,2,209,6
0,Y,2,210,6
0,Y,2,211,6
0,Y,2,212,6
0,Y,2,213,6
0,Y,2,214,6
0,Y,2,201,7
0,Y,2,202,7
0,Y,2,203,7
0,Y,2,204,7
0,Y,2,205,7
0,Y,2,206,7
0,X,2,207,7
0,Y,2,208,7
0,Y,2,209,7
0,Y,2,210,7
0,Y,2,211,7
0,Y,2,212,7
0,Y,2,213,7
0,Y,2,214,7
0,X,2,201,8
0,Y,2,202,8
0,Y,2,203,8
0,Y,2,204,8
0,Y,2,205,8
0,Y,2,206,8
0,Y,2,207,8
0,Y,2,208,8
0,Y,2,209,8
0,Y,2,210,8
0,Y,2,211,8
0,Y,2,212,8
0,Y,2,213,8
0,Y,2,214,8
0,Y,2,201,9
0,Y,2,202,9
0,Y,2,203,9
0,Y,2,204,9
0,Y,2,205,9
0,Y,2,206,9
0,Y,2,207,9
0,Y,2,208,9
0,Y,2,209,9
0,Y,2,210,9
0,Y,2,211,9
0,Y,2,212,9
0,Y,2,213,9
0,Y,2,214,9
0,Y,2,201,10
0,Y,2,202,10
0,Y,2,203,10
0,Y,2,204,10
0,Y,2,205,10
0,Y,2,206,10
0,Y,2,207,10
0,Y,2,208,10
0,Y,2,209,10
0,Y,2,210,10
0,Y,2,211,10
0,Y,2,212,10
0,Y,2,213,10
0,Y,2,214,10
0,X,2,201,11
0,Y,2,202,11
0,Y,2,203,11
0,Y,2,204,11
0,Y,2,205,11
0,Y,2,206,11
0,Y,2,207,11
0,Y,2,208,11
0,Y,2,209,11
0,Y,2,210,11
0,Y,2,211,11
0,Y,2,212,11
0,Y,2,213,11
0,Y,2,214,11
0,Y,2,201,12
0,Y,2,202,12
0,Y,2,203,12
0,Y,2,204,12
0,Y,2,205,12
0,Y,2,206,12
0,Y,2,207,12
0,Y,2,208,12
0,Y,2,209,12
0,Y,2,210,12
0,Y,2,211,12
0,Y,2,212,12
0,Y,2,213,12
0,Y,2,214,12
0,X,3,301,1
0,Y,3,302,1
0,Y,3,303,1
0,X,3,304,1
0,Y,3,305,1
0,Y,3,306,1
0,Y,3,307,1
0,Y,3,308,1
0,Y,3,309,1
0,X,3,310,1
0,X,3,311,1
0,Y,3,312,1
0,X,3,313,1
0,X,3,314,1
0,Y,3,301,2
0,X,3,302,2
0,Y,3,303,2
0,Y,3,304,2
0,Y,3,305,2
0,Y,3,306,2
0,Y,3,307,2
0,Y,3,308,2
0,Y,3,309,2
0,Y,3,310,2
0,Y,3,311,2
0,Y,3,312,2
0,X,3,313,2
0,Y,3,314,2
0,Y,3,301,3
0,X,3,302,3
0,Y,3,303,3
0,Y,3,304,3
0,Y,3,305,3
0,Y,3,306,3
0,Y,3,307,3
0,Y,3,308,3
0,Y,3,309,3
0,Y,3,310,3
0,Y,3,311,3
0,Y,3,312,3
0,Y,3,313,3
0,Y,3,314,3
0,Y,3,301,4
0,Y,3,302,4
0,Y,3,303,4
0,Y,3,304,4
0,Y,3,305,4
0,Y,3,306,4
0,X,3,307,4
0,Y,3,308,4
0,Y,3,309,4
0,X,3,310,4
0,Y,3,311,4
0,Y,3,312,4
0,Y,3,313,4
0,X,3,314,4
0,Y,3,301,5
0,X,3,302,5
0,Y,3,303,5
0,Y,3,304,5
0,Y,3,305,5
0,Y,3,306,5
0,Y,3,307,5
0,Y,3,308,5
0,Y,3,309,5
0,Y,3,310,5
0,Y,3,311,5
0,Y,3,312,5
0,Y,3,313,5
0,Y,3,314,5
0,Y,3,301,6
0,Y,3,302,6
0,Y,3,303,6
0,Y,3,304,6
0,Y,3,305,6
0,Y,3,306,6
0,Y,3,307,6
0,Y,3,308,6
0,Y,3,309,6
0,Y,3,310,6
0,Y,3,311,6
0,Y,3,312,6
0,Y,3,313,6
0,X,3,314,6
0,Y,3,301,7
0,Y,3,302,7
0,Y,3,303,7
0,Y,3,304,7
0,Y,3,305,7
0,Y,3,306,7
0,Y,3,307,7
0,Y,3,308,7
0,Y,3,309,7
0,X,3,310,7
0,Y,3,311,7
0,Y,3,312,7
0,Y,3,313,7
0,Y,3,314,7
0,Y,3,301,8
0,X,3,302,8
0,Y,3,303,8
0,Y,3,304,8
0,Y,3,305,8
0,Y,3,306,8
0,Y,3,307,8
0,Y,3,308,8
0,Y,3,309,8
0,Y,3,310,8
0,Y,3,311,8
0,Y,3,312,8
0,Y,3,313,8
0,Y,3,314,8
0,Y,4,401,1
0,X,4,402,1
0,Y,4,403,1
0,X,4,404,1
0,Y,4,405,1
0,Y,4,406,1
0,X,4,407,1
0,X,4,408,1
0,Y,4,409,1
0,X,4,410,1
0,X,4,411,1
0,X,4,412,1
0,X,4,413,1
0,X,4,414,1
0,Y,4,401,2
0,X,4,402,2
0,Y,4,403,2
0,Y,4,404,2
0,Y,4,405,2
0,X,4,406,2
0,X,4,407,2
0,Y,4,408,2
0,Y,4,409,2
0,X,4,410,2
0,Y,4,411,2
0,X,4,412,2
0,X,4,413,2
0,Y,4,414,2
0,X,4,401,3
0,X,4,402,3
0,Y,4,403,3
0,X,4,404,3
0,X,4,405,3
0,Y,4,406,3
0,Y,4,407,3
0,Y,4,408,3
0,Y,4,409,3
0,Y,4,410,3
0,X,4,411,3
0,Y,4,412,3
0,X,4,413,3
0,X,4,414,3
0,X,4,401,4
0,Y,4,402,4
0,Y,4,403,4
0,Y,4,404,4
0,Y,4,405,4
0,X,4,406,4
0,X,4,407,4
0,Y,4,408,4
0,Y,4,409,4
0,X,4,410,4
0,X,4,411,4
0,Y,4,412,4
0,Y,4,413,4
0,X,4,414,4
0,X,4,401,5
0,Y,4,402,5
0,Y,4,403,5
0,Y,4,404,5
0,X,4,405,5
0,X,4,406,5
0,X,4,407,5
0,Y,4,408,5
0,Y,4,409,5
0,Y,4,410,5
0,X,4,411,5
0,Y,4,412,5
0,Y,4,413,5
0,Y,4,414,5
0,Y,4,401,6
0,Y,4,402,6
0,Y,4,403,6
0,Y,4,404,6
0,X,4,405,6
0,X,4,406,6
0,X,4,407,6
0,Y,4,408,6
0,Y,4,409,6
0,Y,4,410,6
0,Y,4,411,6
0,Y,4,412,6
0,Y,4,413,6
0,Y,4,414,6
0,X,4,401,7
0,Y,4,402,7
0,Y,4,403,7
0,Y,4,404,7
0,X,4,405,7
0,X,4,406,7
0,X,4,407,7
0,Y,4,408,7
0,Y,4,409,7
0,Y,4,410,7
0,Y,4,411,7
0,Y,4,412,7
0,Y,4,413,7
0,Y,4,414,7
0,X,4,401,8
0,Y,4,402,8
0,Y,4,403,8
0,X,4,404,8
0,Y,4,405,8
0,X,4,406,8
0,Y,4,407,8
0,Y,4,408,8
0,Y,4,409,8
0,Y,4,410,8
0,Y,4,411,8
0,Y,4,412,8
0,Y,4,413,8
0,Y,4,414,8
1,X,5,501,1
1,Y,5,502,1
1,X,5,503,1
1,Y,5,504,1
1,X,5,505,1
1,Y,5,506,1
1,X,5,507,1
1,X,5,508,1
1,Y,5,509,1
1,Y,5,510,1
1,X,5,511,1
1,X,5,512,1
1,X,5,513,1
1,Y,5,514,1
1,X,5,501,2
1,Y,5,502,2
1,X,5,503,2
1,Y,5,504,2
1,X,5,505,2
1,Y,5,506,2
1,X,5,507,2
1,X,5,508,2
1,Y,5,509,2
1,Y,5,510,2
1,Y,5,511,2
1,X,5,512,2
1,X,5,513,2
1,Y,5,514,2
1,X,5,501,3
1,Y,5,502,3
1,Y,5,503,3
1,Y,5,504,3
1,Y,5,505,3
1,Y,5,506,3
1,X,5,507,3
1,X,5,508,3
1,X,5,509,3
1,Y,5,510,3
1,Y,5,511,3
1,Y,5,512,3
1,Y,5,513,3
1,Y,5,514,3
1,Y,5,501,4
1,Y,5,502,4
1,X,5,503,4
1,Y,5,504,4
1,Y,5,505,4
1,X,5,506,4
1,X,5,507,4
1,X,5,508,4
1,Y,5,509,4
1,Y,5,510,4
1,X,5,511,4
1,X,5,512,4
1,Y,5,513,4
1,Y,5,514,4
1,Y,5,501,5
1,Y,5,502,5
1,Y,5,503,5
1,Y,5,504,5
1,Y,5,505,5
1,Y,5,506,5
1,X,5,507,5
1,Y,5,508,5
1,Y,5,509,5
1,Y,5,510,5
1,X,5,511,5
1,X,5,512,5
1,Y,5,513,5
1,Y,5,514,5
1,Y,5,501,6
1,Y,5,502,6
1,X,5,503,6
1,Y,5,504,6
1,Y,5,505,6
1,Y,5,506,6
1,X,5,507,6
1,X,5,508,6
1,Y,5,509,6
1,Y,5,510,6
1,X,5,511,6
1,X,5,512,6
1,Y,5,513,6
1,Y,5,514,6
1,Y,5,501,7
1,Y,5,502,7
1,X,5,503,7
1,Y,5,504,7
1,Y,5,505,7
1,Y,5,506,7
1,Y,5,507,7
1,X,5,508,7
1,Y,5,509,7
1,Y,5,510,7
1,X,5,511,7
1,Y,5,512,7
1,Y,5,513,7
1,X,5,514,7
1,Y,5,501,8
1,Y,5,502,8
1,X,5,503,8
1,Y,5,504,8
1,Y,5,505,8
1,Y,5,506,8
1,Y,5,507,8
1,X,5,508,8
1,Y,5,509,8
1,Y,5,510,8
1,X,5,511,8
1,Y,5,512,8
1,Y,5,513,8
1,X,5,514,8
1,Y,5,501,9
1,Y,5,502,9
1,X,5,503,9
1,Y,5,504,9
1,Y,5,505,9
1,Y,5,506,9
1,Y,5,507,9
1,X,5,508,9
1,Y,5,509,9
1,Y,5,510,9
1,Y,5,511,9
1,Y,5,512,9
1,Y,5,513,9
1,Y,5,514,9
1,Y,5,501,10
1,Y,5,502,10
1,X,5,503,10
1,Y,5,504,10
1,Y,5,505,10
1,Y,5,506,10
1,Y,5,507,10
1,X,5,508,10
1,Y,5,509,10
1,Y,5,510,10
1,Y,5,511,10
1,Y,5,512,10
1,Y,5,513,10
1,Y,5,514,10
1,Y,5,501,11
1,Y,5,502,11
1,X,5,503,11
1,Y,5,504,11
1,Y,5,505,11
1,Y,5,506,11
1,Y,5,507,11
1,X,5,508,11
1,Y,5,509,11
1,Y,5,510,11
1,Y,5,511,11
1,Y,5,512,11
1,Y,5,513,11
1,Y,5,514,11
1,Y,5,501,12
1,Y,5,502,12
1,X,5,503,12
1,Y,5,504,12
1,Y,5,505,12
1,Y,5,506,12
1,Y,5,507,12
1,X,5,508,12
1,Y,5,509,12
1,Y,5,510,12
1,Y,5,511,12
1,Y,5,512,12
1,Y,5,513,12
1,Y,5,514,12
1,Y,5,501,13
1,Y,5,502,13
1,X,5,503,13
1,Y,5,504,13
1,Y,5,505,13
1,Y,5,506,13
1,X,5,507,13
1,Y,5,508,13
1,Y,5,509,13
1,Y,5,510,13
1,X,5,511,13
1,Y,5,512,13
1,Y,5,513,13
1,Y,5,514,13
1,Y,5,501,14
1,Y,5,502,14
1,Y,5,503,14
1,Y,5,504,14
1,Y,5,505,14
1,Y,5,506,14
1,Y,5,507,14
1,Y,5,508,14
1,Y,5,509,14
1,Y,5,510,14
1,X,5,511,14
1,Y,5,512,14
1,Y,5,513,14
1,Y,5,514,14
1,Y,6,601,1
1,X,6,602,1
1,X,6,603,1
1,Y,6,604,1
1,Y,6,605,1
1,Y,6,606,1
1,Y,6,607,1
1,X,6,608,1
1,X,6,609,1
1,X,6,610,1
1,Y,6,611,1
1,Y,6,612,1
1,Y,6,613,1
1,Y,6,614,1
1,Y,6,601,2
1,X,6,602,2
1,X,6,603,2
1,Y,6,604,2
1,X,6,605,2
1,Y,6,606,2
1,X,6,607,2
1,X,6,608,2
1,X,6,609,2
1,Y,6,610,2
1,X,6,611,2
1,X,6,612,2
1,Y,6,613,2
1,Y,6,614,2
1,Y,6,601,3
1,X,6,602,3
1,Y,6,603,3
1,Y,6,604,3
1,X,6,605,3
1,Y,6,606,3
1,X,6,607,3
1,X,6,608,3
1,X,6,609,3
1,X,6,610,3
1,X,6,611,3
1,X,6,612,3
1,Y,6,613,3
1,Y,6,614,3
1,Y,6,601,4
1,X,6,602,4
1,Y,6,603,4
1,Y,6,604,4
1,X,6,605,4
1,Y,6,606,4
1,X,6,607,4
1,X,6,608,4
1,X,6,609,4
1,X,6,610,4
1,X,6,611,4
1,X,6,612,4
1,Y,6,613,4
1,Y,6,614,4
1,Y,6,601,5
1,X,6,602,5
1,X,6,603,5
1,Y,6,604,5
1,X,6,605,5
1,Y,6,606,5
1,X,6,607,5
1,X,6,608,5
1,X,6,609,5
1,Y,6,610,5
1,X,6,611,5
1,X,6,612,5
1,Y,6,613,5
1,Y,6,614,5
1,Y,6,601,6
1,X,6,602,6
1,Y,6,603,6
1,Y,6,604,6
1,X,6,605,6
1,Y,6,606,6
1,Y,6,607,6
1,X,6,608,6
1,X,6,609,6
1,Y,6,610,6
1,X,6,611,6
1,X,6,612,6
1,Y,6,613,6
1,Y,6,614,6
1,Y,6,601,7
1,X,6,602,7
1,Y,6,603,7
1,Y,6,604,7
1,X,6,605,7
1,Y,6,606,7
1,X,6,607,7
1,X,6,608,7
1,X,6,609,7
1,Y,6,610,7
1,Y,6,611,7
1,X,6,612,7
1,Y,6,613,7
1,Y,6,614,7
1,Y,6,601,8
1,X,6,602,8
1,Y,6,603,8
1,Y,6,604,8
1,X,6,605,8
1,Y,6,606,8
1,X,6,607,8
1,X,6,608,8
1,X,6,609,8
1,Y,6,610,8
1,Y,6,611,8
1,X,6,612,8
1,Y,6,613,8
1,Y,6,614,8
1,Y,7,701,1
1,Y,7,702,1
1,Y,7,703,1
1,Y,7,704,1
1,X,7,705,1
1,Y,7,706,1
1,Y,7,707,1
1,X,7,708,1
1,X,7,709,1
1,Y,7,710,1
1,Y,7,711,1
1,Y,7,712,1
1,X,7,713,1
1,X,7,714,1
1,Y,7,701,2
1,Y,7,702,2
1,Y,7,703,2
1,Y,7,704,2
1,X,7,705,2
1,Y,7,706,2
1,Y,7,707,2
1,X,7,708,2
1,X,7,709,2
1,Y,7,710,2
1,Y,7,711,2
1,Y,7,712,2
1,X,7,713,2
1,Y,7,714,2
1,X,7,701,3
1,Y,7,702,3
1,Y,7,703,3
1,Y,7,704,3
1,X,7,705,3
1,Y,7,706,3
1,Y,7,707,3
1,Y,7,708,3
1,Y,7,709,3
1,Y,7,710,3
1,Y,7,711,3
1,Y,7,712,3
1,X,7,713,3
1,Y,7,714,3
1,Y,7,701,4
1,Y,7,702,4
1,Y,7,703,4
1,Y,7,704,4
1,X,7,705,4
1,X,7,706,4
1,X,7,707,4
1,Y,7,708,4
1,X,7,709,4
1,Y,7,710,4
1,Y,7,711,4
1,Y,7,712,4
1,Y,7,713,4
1,Y,7,714,4
1,Y,7,701,5
1,Y,7,702,5
1,Y,7,703,5
1,Y,7,704,5
1,Y,7,705,5
1,X,7,706,5
1,Y,7,707,5
1,Y,7,708,5
1,X,7,709,5
1,X,7,710,5
1,Y,7,711,5
1,Y,7,712,5
1,Y,7,713,5
1,Y,7,714,5
1,Y,7,701,6
1,Y,7,702,6
1,Y,7,703,6
1,Y,7,704,6
1,Y,7,705,6
1,Y,7,706,6
1,X,7,707,6
1,Y,7,708,6
1,Y,7,709,6
1,Y,7,710,6
1,Y,7,711,6
1,Y,7,712,6
1,X,7,713,6
1,Y,7,714,6
1,Y,7,701,7
1,Y,7,702,7
1,Y,7,703,7
1,Y,7,704,7
1,Y,7,705,7
1,X,7,706,7
1,Y,7,707,7
1,Y,7,708,7
1,X,7,709,7
1,Y,7,710,7
1,Y,7,711,7
1,Y,7,712,7
1,X,7,713,7
1,Y,7,714,7
