gamma,info,pi,A,Aactive,B,session,eSubj,bad,trust,honor,triad_id
1,0,0.2,1,2,0,10,1003,1,0,NA,10031
1,0,0.2,2,2,0,10,1006,1,0,NA,10031
1,0,0.2,0,2,1,10,1004,1,0,NA,10031
1,0,0.2,1,2,0,10,1013,1,1,1,10032
1,0,0.2,2,2,0,10,1017,1,1,1,10032
1,0,0.2,0,2,1,10,1011,1,1,1,10032
1,0,0.2,1,1,0,10,1002,1,0,NA,10033
1,0,0.2,2,1,0,10,1001,1,0,NA,10033
1,0,0.2,0,1,1,10,1005,1,0,NA,10033
1,0,0.2,1,2,0,10,1010,1,0,NA,10034
1,0,0.2,2,2,0,10,1018,1,0,NA,10034
1,0,0.2,0,2,1,10,1008,1,0,NA,10034
1,0,0.2,1,2,0,10,1009,1,0,NA,10035
1,0,0.2,2,2,0,10,1015,1,0,NA,10035
1,0,0.2,0,2,1,10,1012,1,0,NA,10035
1,0,0.2,1,1,0,10,1014,1,0,NA,10036
1,0,0.2,2,1,0,10,1016,1,0,NA,10036
1,0,0.2,0,1,1,10,1007,1,0,NA,10036
1,0,0.2,1,1,0,10,1008,1,0,NA,10041
1,0,0.2,2,1,0,10,1013,1,0,NA,10041
1,0,0.2,0,1,1,10,1017,1,0,NA,10041
1,0,0.2,1,1,0,10,1011,1,1,0,10042
1,0,0.2,2,1,0,10,1003,1,1,0,10042
1,0,0.2,0,1,1,10,1015,1,1,0,10042
1,0,0.2,1,2,0,10,1007,1,0,NA,10043
1,0,0.2,2,2,0,10,1002,1,0,NA,10043
1,0,0.2,0,2,1,10,1016,1,0,NA,10043
1,0,0.2,1,2,0,10,1004,1,1,1,10044
1,0,0.2,2,2,0,10,1014,1,1,1,10044
1,0,0.2,0,2,1,10,1001,1,1,1,10044
1,0,0.2,1,1,0,10,1005,1,1,0,10045
1,0,0.2,2,1,0,10,1010,1,1,0,10045
1,0,0.2,0,1,1,10,1006,1,1,0,10045
1,0,0.2,1,2,0,10,1012,0,1,1,10046
1,0,0.2,2,2,0,10,1009,0,1,1,10046
1,0,0.2,0,2,1,10,1018,0,1,1,10046
1,0,0.2,1,2,0,10,1017,1,0,NA,10051
1,0,0.2,2,2,0,10,1012,1,0,NA,10051
1,0,0.2,0,2,1,10,1002,1,0,NA,10051
1,0,0.2,1,2,0,10,1006,1,1,0,10052
1,0,0.2,2,2,0,10,1011,1,1,0,10052
1,0,0.2,0,2,1,10,1003,1,1,0,10052
1,0,0.2,1,1,0,10,1015,1,0,NA,10053
1,0,0.2,2,1,0,10,1005,1,0,NA,10053
1,0,0.2,0,1,1,10,1010,1,0,NA,10053
1,0,0.2,1,1,0,10,1016,1,1,1,10054
1,0,0.2,2,1,0,10,1008,1,1,1,10054
1,0,0.2,0,1,1,10,1013,1,1,1,10054
1,0,0.2,1,1,0,10,1001,1,1,1,10055
1,0,0.2,2,1,0,10,1004,1,1,1,10055
1,0,0.2,0,1,1,10,1014,1,1,1,10055
1,0,0.2,1,2,0,10,1018,1,0,NA,10056
1,0,0.2,2,2,0,10,1007,1,0,NA,10056
1,0,0.2,0,2,1,10,1009,1,0,NA,10056
1,0,0.2,1,1,0,10,1010,1,1,0,10061
1,0,0.2,2,1,0,10,1018,1,1,0,10061
1,0,0.2,0,1,1,10,1007,1,1,0,10061
1,0,0.2,1,2,0,10,1002,1,0,NA,10062
1,0,0.2,2,2,0,10,1015,1,0,NA,10062
1,0,0.2,0,2,1,10,1012,1,0,NA,10062
1,0,0.2,1,1,0,10,1009,1,1,1,10063
1,0,0.2,2,1,0,10,1017,1,1,1,10063
1,0,0.2,0,1,1,10,1005,1,1,1,10063
1,0,0.2,1,1,0,10,1003,1,0,NA,10064
1,0,0.2,2,1,0,10,1001,1,0,NA,10064
1,0,0.2,0,1,1,10,1004,1,0,NA,10064
1,0,0.2,1,1,0,10,1014,0,0,NA,10065
1,0,0.2,2,1,0,10,1016,0,0,NA,10065
1,0,0.2,0,1,1,10,1008,0,0,NA,10065
1,0,0.2,1,2,0,10,1013,0,0,NA,10066
1,0,0.2,2,2,0,10,1006,0,0,NA,10066
1,0,0.2,0,2,1,10,1011,0,0,NA,10066
2,1,0.2,1,1,0,10,1012,1,0,NA,10071
2,1,0.2,2,1,0,10,1009,1,0,NA,10071
2,1,0.2,0,1,1,10,1006,1,0,NA,10071
2,1,0.2,1,2,0,10,1004,1,0,NA,10072
2,1,0.2,2,2,0,10,1003,1,0,NA,10072
2,1,0.2,0,2,1,10,1001,1,0,NA,10072
2,1,0.2,1,2,0,10,1005,1,1,0,10073
2,1,0.2,2,2,0,10,1002,1,1,0,10073
2,1,0.2,0,2,1,10,1018,1,1,0,10073
2,1,0.2,1,2,0,10,1007,1,1,1,10074
2,1,0.2,2,2,0,10,1013,1,1,1,10074
2,1,0.2,0,2,1,10,1017,1,1,1,10074
2,1,0.2,1,1,0,10,1008,1,0,NA,10075
2,1,0.2,2,1,0,10,1014,1,0,NA,10075
2,1,0.2,0,1,1,10,1015,1,0,NA,10075
2,1,0.2,1,2,0,10,1011,0,0,NA,10076
2,1,0.2,2,2,0,10,1010,0,0,NA,10076
2,1,0.2,0,2,1,10,1016,0,0,NA,10076
2,1,0.2,1,1,0,10,1001,1,1,0,10081
2,1,0.2,2,1,0,10,1007,1,1,0,10081
2,1,0.2,0,1,1,10,1014,1,1,0,10081
2,1,0.2,1,1,0,10,1006,1,0,NA,10082
2,1,0.2,2,1,0,10,1004,1,0,NA,10082
2,1,0.2,0,1,1,10,1009,1,0,NA,10082
2,1,0.2,1,2,0,10,1016,1,0,NA,10083
2,1,0.2,2,2,0,10,1012,1,0,NA,10083
2,1,0.2,0,2,1,10,1013,1,0,NA,10083
2,1,0.2,1,1,0,10,1017,1,1,1,10084
2,1,0.2,2,1,0,10,1005,1,1,1,10084
2,1,0.2,0,1,1,10,1010,1,1,1,10084
2,1,0.2,1,2,0,10,1015,1,1,1,10085
2,1,0.2,2,2,0,10,1008,1,1,1,10085
2,1,0.2,0,2,1,10,1003,1,1,1,10085
2,1,0.2,1,2,0,10,1018,0,0,NA,10086
2,1,0.2,2,2,0,10,1011,0,0,NA,10086
2,1,0.2,0,2,1,10,1002,0,0,NA,10086
2,1,0.2,1,1,0,10,1003,1,1,1,10091
2,1,0.2,2,1,0,10,1017,1,1,1,10091
2,1,0.2,0,1,1,10,1007,1,1,1,10091
2,1,0.2,1,2,0,10,1013,1,1,1,10092
2,1,0.2,2,2,0,10,1001,1,1,1,10092
2,1,0.2,0,2,1,10,1011,1,1,1,10092
2,1,0.2,1,1,0,10,1014,1,0,NA,10093
2,1,0.2,2,1,0,10,1006,1,0,NA,10093
2,1,0.2,0,1,1,10,1008,1,0,NA,10093
2,1,0.2,1,1,0,10,1010,1,1,1,10094
2,1,0.2,2,1,0,10,1015,1,1,1,10094
2,1,0.2,0,1,1,10,1005,1,1,1,10094
2,1,0.2,1,1,0,10,1002,1,0,NA,10095
2,1,0.2,2,1,0,10,1016,1,0,NA,10095
2,1,0.2,0,1,1,10,1004,1,0,NA,10095
2,1,0.2,1,1,0,10,1009,0,1,1,10096
2,1,0.2,2,1,0,10,1018,0,1,1,10096
2,1,0.2,0,1,1,10,1012,0,1,1,10096
2,1,0.2,1,2,0,10,1011,1,1,1,10101
2,1,0.2,2,2,0,10,1009,1,1,1,10101
2,1,0.2,0,2,1,10,1001,1,1,1,10101
2,1,0.2,1,2,0,10,1012,1,1,1,10102
2,1,0.2,2,2,0,10,1013,1,1,1,10102
2,1,0.2,0,2,1,10,1015,1,1,1,10102
2,1,0.2,1,2,0,10,1007,1,1,1,10103
2,1,0.2,2,2,0,10,1002,1,1,1,10103
2,1,0.2,0,2,1,10,1016,1,1,1,10103
2,1,0.2,1,2,0,10,1008,1,1,1,10104
2,1,0.2,2,2,0,10,1003,1,1,1,10104
2,1,0.2,0,2,1,10,1006,1,1,1,10104
2,1,0.2,1,2,0,10,1005,1,0,NA,10105
2,1,0.2,2,2,0,10,1014,1,0,NA,10105
2,1,0.2,0,2,1,10,1018,1,0,NA,10105
2,1,0.2,1,2,0,10,1004,0,1,1,10106
2,1,0.2,2,2,0,10,1010,0,1,1,10106
2,1,0.2,0,2,1,10,1017,0,1,1,10106
2,1,0.2,1,1,0,10,1016,1,1,1,10111
2,1,0.2,2,1,0,10,1012,1,1,1,10111
2,1,0.2,0,1,1,10,1002,1,1,1,10111
2,1,0.2,1,2,0,10,1006,1,1,1,10112
2,1,0.2,2,2,0,10,1011,1,1,1,10112
2,1,0.2,0,2,1,10,1010,1,1,1,10112
2,1,0.2,1,1,0,10,1017,1,1,1,10113
2,1,0.2,2,1,0,10,1004,1,1,1,10113
2,1,0.2,0,1,1,10,1014,1,1,1,10113
2,1,0.2,1,2,0,10,1001,1,1,1,10114
2,1,0.2,2,2,0,10,1007,1,1,1,10114
2,1,0.2,0,2,1,10,1003,1,1,1,10114
2,1,0.2,1,2,0,10,1015,1,1,1,10115
2,1,0.2,2,2,0,10,1005,1,1,1,10115
2,1,0.2,0,2,1,10,1009,1,1,1,10115
2,1,0.2,1,2,0,10,1018,1,1,1,10116
2,1,0.2,2,2,0,10,1008,1,1,1,10116
2,1,0.2,0,2,1,10,1013,1,1,1,10116
2,1,0.2,1,1,0,10,1003,1,1,1,10121
2,1,0.2,2,1,0,10,1018,1,1,1,10121
2,1,0.2,0,1,1,10,1007,1,1,1,10121
2,1,0.2,1,1,0,10,1010,1,1,1,10122
2,1,0.2,2,1,0,10,1016,1,1,1,10122
2,1,0.2,0,1,1,10,1011,1,1,1,10122
2,1,0.2,1,1,0,10,1009,1,1,0,10123
2,1,0.2,2,1,0,10,1001,1,1,0,10123
2,1,0.2,0,1,1,10,1012,1,1,0,10123
2,1,0.2,1,1,0,10,1002,1,1,1,10124
2,1,0.2,2,1,0,10,1017,1,1,1,10124
2,1,0.2,0,1,1,10,1008,1,1,1,10124
2,1,0.2,1,1,0,10,1013,1,1,1,10125
2,1,0.2,2,1,0,10,1015,1,1,1,10125
2,1,0.2,0,1,1,10,1005,1,1,1,10125
2,1,0.2,1,1,0,10,1014,1,1,1,10126
2,1,0.2,2,1,0,10,1006,1,1,1,10126
2,1,0.2,0,1,1,10,1004,1,1,1,10126
2,1,0.4,1,1,0,18,1813,1,0,NA,18011
2,1,0.4,2,1,0,18,1812,1,0,NA,18011
2,1,0.4,0,1,1,18,1807,1,0,NA,18011
2,1,0.4,1,1,0,18,1811,1,1,1,18012
2,1,0.4,2,1,0,18,1809,1,1,1,18012
2,1,0.4,0,1,1,18,1821,1,1,1,18012
2,1,0.4,1,1,0,18,1803,1,1,1,18013
2,1,0.4,2,1,0,18,1804,1,1,1,18013
2,1,0.4,0,1,1,18,1819,1,1,1,18013
2,1,0.4,1,1,0,18,1802,0,1,1,18014
2,1,0.4,2,1,0,18,1810,0,1,1,18014
2,1,0.4,0,1,1,18,1815,0,1,1,18014
2,1,0.4,1,2,0,18,1816,0,1,1,18015
2,1,0.4,2,2,0,18,1818,0,1,1,18015
2,1,0.4,0,2,1,18,1820,0,1,1,18015
2,1,0.4,1,1,0,18,1808,0,1,1,18016
2,1,0.4,2,1,0,18,1814,0,1,1,18016
2,1,0.4,0,1,1,18,1806,0,1,1,18016
2,1,0.4,1,1,0,18,1805,0,1,1,18017
2,1,0.4,2,1,0,18,1817,0,1,1,18017
2,1,0.4,0,1,1,18,1801,0,1,1,18017
2,1,0.4,1,1,0,18,1807,1,1,1,18021
2,1,0.4,2,1,0,18,1816,1,1,1,18021
2,1,0.4,0,1,1,18,1804,1,1,1,18021
2,1,0.4,1,2,0,18,1806,1,1,0,18022
2,1,0.4,2,2,0,18,1811,1,1,0,18022
2,1,0.4,0,2,1,18,1814,1,1,0,18022
2,1,0.4,1,2,0,18,1819,1,1,0,18023
2,1,0.4,2,2,0,18,1802,1,1,0,18023
2,1,0.4,0,2,1,18,1817,1,1,0,18023
2,1,0.4,1,2,0,18,1821,1,1,1,18024
2,1,0.4,2,2,0,18,1803,1,1,1,18024
2,1,0.4,0,2,1,18,1812,1,1,1,18024
2,1,0.4,1,1,0,18,1801,1,1,1,18025
2,1,0.4,2,1,0,18,1813,1,1,1,18025
2,1,0.4,0,1,1,18,1810,1,1,1,18025
2,1,0.4,1,2,0,18,1815,0,1,1,18026
2,1,0.4,2,2,0,18,1805,0,1,1,18026
2,1,0.4,0,2,1,18,1818,0,1,1,18026
2,1,0.4,1,2,0,18,1820,0,1,1,18027
2,1,0.4,2,2,0,18,1808,0,1,1,18027
2,1,0.4,0,2,1,18,1809,0,1,1,18027
2,1,0.4,1,1,0,18,1810,1,1,1,18031
2,1,0.4,2,1,0,18,1815,1,1,1,18031
2,1,0.4,0,1,1,18,1805,1,1,1,18031
2,1,0.4,1,1,0,18,1814,1,1,0,18032
2,1,0.4,2,1,0,18,1820,1,1,0,18032
2,1,0.4,0,1,1,18,1808,1,1,0,18032
2,1,0.4,1,2,0,18,1817,1,1,0,18033
2,1,0.4,2,2,0,18,1806,1,1,0,18033
2,1,0.4,0,2,1,18,1816,1,1,0,18033
2,1,0.4,1,2,0,18,1818,0,1,1,18034
2,1,0.4,2,2,0,18,1821,0,1,1,18034
2,1,0.4,0,2,1,18,1803,0,1,1,18034
2,1,0.4,1,1,0,18,1809,0,1,1,18035
2,1,0.4,2,1,0,18,1807,0,1,1,18035
2,1,0.4,0,1,1,18,1802,0,1,1,18035
2,1,0.4,1,1,0,18,1804,0,1,1,18036
2,1,0.4,2,1,0,18,1801,0,1,1,18036
2,1,0.4,0,1,1,18,1811,0,1,1,18036
2,1,0.4,1,2,0,18,1812,0,1,1,18037
2,1,0.4,2,2,0,18,1819,0,1,1,18037
2,1,0.4,0,2,1,18,1813,0,1,1,18037
2,1,0.4,1,2,0,18,1805,1,1,1,18041
2,1,0.4,2,2,0,18,1814,1,1,1,18041
2,1,0.4,0,2,1,18,1819,1,1,1,18041
2,1,0.4,1,1,0,18,1816,1,1,1,18042
2,1,0.4,2,1,0,18,1809,1,1,1,18042
2,1,0.4,0,1,1,18,1821,1,1,1,18042
2,1,0.4,1,1,0,18,1813,0,1,1,18043
2,1,0.4,2,1,0,18,1812,0,1,1,18043
2,1,0.4,0,1,1,18,1820,0,1,1,18043
2,1,0.4,1,2,0,18,1811,0,1,1,18044
2,1,0.4,2,2,0,18,1818,0,1,1,18044
2,1,0.4,0,2,1,18,1806,0,1,1,18044
2,1,0.4,1,2,0,18,1802,0,1,1,18045
2,1,0.4,2,2,0,18,1817,0,1,1,18045
2,1,0.4,0,2,1,18,1807,0,1,1,18045
2,1,0.4,1,2,0,18,1808,0,1,1,18046
2,1,0.4,2,2,0,18,1804,0,1,1,18046
2,1,0.4,0,2,1,18,1801,0,1,1,18046
2,1,0.4,1,1,0,18,1803,0,1,1,18047
2,1,0.4,2,1,0,18,1810,0,1,1,18047
2,1,0.4,0,1,1,18,1815,0,1,1,18047
2,1,0.4,1,2,0,18,1820,1,1,1,18051
2,1,0.4,2,2,0,18,1805,1,1,1,18051
2,1,0.4,0,2,1,18,1812,1,1,1,18051
2,1,0.4,1,1,0,18,1815,1,1,1,18052
2,1,0.4,2,1,0,18,1811,1,1,1,18052
2,1,0.4,0,1,1,18,1804,1,1,1,18052
2,1,0.4,1,2,0,18,1821,1,1,1,18053
2,1,0.4,2,2,0,18,1803,1,1,1,18053
2,1,0.4,0,2,1,18,1810,1,1,1,18053
2,1,0.4,1,1,0,18,1801,1,1,1,18054
2,1,0.4,2,1,0,18,1813,1,1,1,18054
2,1,0.4,0,1,1,18,1809,1,1,1,18054
2,1,0.4,1,1,0,18,1807,0,1,1,18055
2,1,0.4,2,1,0,18,1808,0,1,1,18055
2,1,0.4,0,1,1,18,1817,0,1,1,18055
2,1,0.4,1,2,0,18,1806,0,1,1,18056
2,1,0.4,2,2,0,18,1802,0,1,1,18056
2,1,0.4,0,2,1,18,1814,0,1,1,18056
2,1,0.4,1,2,0,18,1819,0,1,1,18057
2,1,0.4,2,2,0,18,1816,0,1,1,18057
2,1,0.4,0,2,1,18,1818,0,1,1,18057
2,1,0.4,1,1,0,18,1814,1,1,1,18061
2,1,0.4,2,1,0,18,1815,1,1,1,18061
2,1,0.4,0,1,1,18,1803,1,1,1,18061
2,1,0.4,1,1,0,18,1810,1,1,1,18062
2,1,0.4,2,1,0,18,1821,1,1,1,18062
2,1,0.4,0,1,1,18,1813,1,1,1,18062
2,1,0.4,1,1,0,18,1809,1,1,1,18063
2,1,0.4,2,1,0,18,1819,1,1,1,18063
2,1,0.4,0,1,1,18,1816,1,1,1,18063
2,1,0.4,1,1,0,18,1818,0,1,1,18064
2,1,0.4,2,1,0,18,1806,0,1,1,18064
2,1,0.4,0,1,1,18,1808,0,1,1,18064
2,1,0.4,1,1,0,18,1812,0,1,1,18065
2,1,0.4,2,1,0,18,1807,0,1,1,18065
2,1,0.4,0,1,1,18,1802,0,1,1,18065
2,1,0.4,1,2,0,18,1804,0,1,1,18066
2,1,0.4,2,2,0,18,1820,0,1,1,18066
2,1,0.4,0,2,1,18,1805,0,1,1,18066
2,1,0.4,1,1,0,18,1817,0,0,NA,18067
2,1,0.4,2,1,0,18,1801,0,0,NA,18067
2,1,0.4,0,1,1,18,1811,0,0,NA,18067
1,0,0.4,1,1,0,18,1813,1,1,1,18071
1,0,0.4,2,1,0,18,1818,1,1,1,18071
1,0,0.4,0,1,1,18,1807,1,1,1,18071
1,0,0.4,1,2,0,18,1805,0,1,1,18072
1,0,0.4,2,2,0,18,1810,0,1,1,18072
1,0,0.4,0,2,1,18,1819,0,1,1,18072
1,0,0.4,1,1,0,18,1802,0,1,1,18073
1,0,0.4,2,1,0,18,1814,0,1,1,18073
1,0,0.4,0,1,1,18,1801,0,1,1,18073
1,0,0.4,1,1,0,18,1816,0,1,1,18074
1,0,0.4,2,1,0,18,1804,0,1,1,18074
1,0,0.4,0,1,1,18,1821,0,1,1,18074
1,0,0.4,1,2,0,18,1803,0,1,1,18075
1,0,0.4,2,2,0,18,1809,0,1,1,18075
1,0,0.4,0,2,1,18,1820,0,1,1,18075
1,0,0.4,1,2,0,18,1808,0,1,1,18076
1,0,0.4,2,2,0,18,1812,0,1,1,18076
1,0,0.4,0,2,1,18,1815,0,1,1,18076
1,0,0.4,1,1,0,18,1811,0,1,1,18077
1,0,0.4,2,1,0,18,1817,0,1,1,18077
1,0,0.4,0,1,1,18,1806,0,1,1,18077
1,0,0.4,1,1,0,18,1806,1,1,1,18081
1,0,0.4,2,1,0,18,1813,1,1,1,18081
1,0,0.4,0,1,1,18,1809,1,1,1,18081
1,0,0.4,1,1,0,18,1821,1,1,1,18082
1,0,0.4,2,1,0,18,1816,1,1,1,18082
1,0,0.4,0,1,1,18,1810,1,1,1,18082
1,0,0.4,1,2,0,18,1819,1,1,0,18083
1,0,0.4,2,2,0,18,1808,1,1,0,18083
1,0,0.4,0,2,1,18,1817,1,1,0,18083
1,0,0.4,1,2,0,18,1807,1,1,1,18084
1,0,0.4,2,2,0,18,1805,1,1,1,18084
1,0,0.4,0,2,1,18,1818,1,1,1,18084
1,0,0.4,1,2,0,18,1820,0,1,1,18085
1,0,0.4,2,2,0,18,1803,0,1,1,18085
1,0,0.4,0,2,1,18,1814,0,1,1,18085
1,0,0.4,1,1,0,18,1801,0,1,1,18086
1,0,0.4,2,1,0,18,1802,0,1,1,18086
1,0,0.4,0,1,1,18,1804,0,1,1,18086
1,0,0.4,1,2,0,18,1815,0,1,1,18087
1,0,0.4,2,2,0,18,1811,0,1,1,18087
1,0,0.4,0,2,1,18,1812,0,1,1,18087
1,0,0.4,1,1,0,18,1814,1,1,1,18091
1,0,0.4,2,1,0,18,1807,1,1,1,18091
1,0,0.4,0,1,1,18,1811,1,1,1,18091
1,0,0.4,1,1,0,18,1817,1,1,1,18092
1,0,0.4,2,1,0,18,1820,1,1,1,18092
1,0,0.4,0,1,1,18,1813,1,1,1,18092
1,0,0.4,1,1,0,18,1812,1,1,1,18093
1,0,0.4,2,1,0,18,1801,1,1,1,18093
1,0,0.4,0,1,1,18,1803,1,1,1,18093
1,0,0.4,1,2,0,18,1810,0,1,1,18094
1,0,0.4,2,2,0,18,1815,0,1,1,18094
1,0,0.4,0,2,1,18,1808,0,1,1,18094
1,0,0.4,1,2,0,18,1818,0,1,1,18095
1,0,0.4,2,2,0,18,1806,0,1,1,18095
1,0,0.4,0,2,1,18,1816,0,1,1,18095
1,0,0.4,1,1,0,18,1804,0,1,1,18096
1,0,0.4,2,1,0,18,1819,0,1,1,18096
1,0,0.4,0,1,1,18,1802,0,1,1,18096
1,0,0.4,1,2,0,18,1809,0,1,1,18097
1,0,0.4,2,2,0,18,1821,0,1,1,18097
1,0,0.4,0,2,1,18,1805,0,1,1,18097
1,0,0.4,1,2,0,18,1805,1,1,1,18101
1,0,0.4,2,2,0,18,1809,1,1,1,18101
1,0,0.4,0,2,1,18,1806,1,1,1,18101
1,0,0.4,1,2,0,18,1802,1,1,0,18102
1,0,0.4,2,2,0,18,1818,1,1,0,18102
1,0,0.4,0,2,1,18,1801,1,1,0,18102
1,0,0.4,1,2,0,18,1816,1,1,1,18103
1,0,0.4,2,2,0,18,1804,1,1,1,18103
1,0,0.4,0,2,1,18,1820,1,1,1,18103
1,0,0.4,1,1,0,18,1811,0,1,1,18104
1,0,0.4,2,1,0,18,1812,0,1,1,18104
1,0,0.4,0,1,1,18,1815,0,1,1,18104
1,0,0.4,1,2,0,18,1803,0,1,1,18105
1,0,0.4,2,2,0,18,1810,0,1,1,18105
1,0,0.4,0,2,1,18,1821,0,1,1,18105
1,0,0.4,1,2,0,18,1813,0,1,1,18106
1,0,0.4,2,2,0,18,1814,0,1,1,18106
1,0,0.4,0,2,1,18,1807,0,1,1,18106
1,0,0.4,1,2,0,18,1808,0,1,1,18107
1,0,0.4,2,2,0,18,1817,0,1,1,18107
1,0,0.4,0,2,1,18,1819,0,1,1,18107
1,0,0.4,1,2,0,18,1807,1,1,0,18111
1,0,0.4,2,2,0,18,1813,1,1,0,18111
1,0,0.4,0,2,1,18,1817,1,1,0,18111
1,0,0.4,1,1,0,18,1815,1,1,1,18112
1,0,0.4,2,1,0,18,1803,1,1,1,18112
1,0,0.4,0,1,1,18,1804,1,1,1,18112
1,0,0.4,1,2,0,18,1820,1,1,1,18113
1,0,0.4,2,2,0,18,1805,1,1,1,18113
1,0,0.4,0,2,1,18,1809,1,1,1,18113
1,0,0.4,1,2,0,18,1806,1,1,1,18114
1,0,0.4,2,2,0,18,1811,1,1,1,18114
1,0,0.4,0,2,1,18,1814,1,1,1,18114
1,0,0.4,1,2,0,18,1801,1,1,0,18115
1,0,0.4,2,2,0,18,1816,1,1,0,18115
1,0,0.4,0,2,1,18,1812,1,1,0,18115
1,0,0.4,1,1,0,18,1819,1,1,1,18116
1,0,0.4,2,1,0,18,1802,1,1,1,18116
1,0,0.4,0,1,1,18,1818,1,1,1,18116
1,0,0.4,1,2,0,18,1821,0,1,1,18117
1,0,0.4,2,2,0,18,1808,0,1,1,18117
1,0,0.4,0,2,1,18,1810,0,1,1,18117
1,0,0.4,1,2,0,18,1812,1,1,1,18121
1,0,0.4,2,2,0,18,1806,1,1,1,18121
1,0,0.4,0,2,1,18,1803,1,1,1,18121
1,0,0.4,1,2,0,18,1814,1,1,1,18122
1,0,0.4,2,2,0,18,1820,1,1,1,18122
1,0,0.4,0,2,1,18,1816,1,1,1,18122
1,0,0.4,1,2,0,18,1818,1,1,1,18123
1,0,0.4,2,2,0,18,1819,1,1,1,18123
1,0,0.4,0,2,1,18,1813,1,1,1,18123
1,0,0.4,1,2,0,18,1804,1,1,0,18124
1,0,0.4,2,2,0,18,1807,1,1,0,18124
1,0,0.4,0,2,1,18,1805,1,1,0,18124
1,0,0.4,1,2,0,18,1817,1,1,1,18125
1,0,0.4,2,2,0,18,1815,1,1,1,18125
1,0,0.4,0,2,1,18,1811,1,1,1,18125
1,0,0.4,1,2,0,18,1810,0,1,1,18126
1,0,0.4,2,2,0,18,1821,0,1,1,18126
1,0,0.4,0,2,1,18,1802,0,1,1,18126
1,0,0.4,1,2,0,18,1809,0,1,1,18127
1,0,0.4,2,2,0,18,1801,0,1,1,18127
1,0,0.4,0,2,1,18,1808,0,1,1,18127
